Date,Category,Payment_Mode,Description,Amount,Cashback
5/9/2024,Shopping,Debit Card,Shopping for accessories,883.44,0
5/9/2024,Transportation,UPI,Bought a metro ticket for travel,32.82,5.69
5/9/2024,Shopping,Cash,Purchased electronics,21.71,0
5/9/2024,Groceries,Credit Card,Bought fresh fruits and snacks,188.32,0
5/9/2024,Medical Health,Netbanking,Bought medication,895.87,0
5/10/2024,Medical Health,Credit Card,Medical insurance payment,514.05,0
5/10/2024,Groceries,Credit Card,Grocery shopping at the local store,939.11,0
5/10/2024,Shopping,Credit Card,Bought household items,72.35,0.55
5/10/2024,Groceries,UPI,Purchased daily essentials,112.15,7.86
5/10/2024,Entertainment,Netbanking,Gaming console purchase,601.81,0
5/11/2024,Groceries,Cash,Bought fresh fruits and snacks,850.1,0
5/11/2024,Food,Cash,Ordered food from swiggy,592.65,0
5/11/2024,Groceries,UPI,Purchased daily essentials,870.85,0
5/11/2024,Shopping,Netbanking,Bought a gift for a friend's birthday,265.38,0
5/11/2024,Medical Health,Credit Card,Bought medication,673.69,0
5/11/2024,Transportation,Cash,Uber ride to the office,14.34,0
5/11/2024,Entertainment,UPI,Movie tickets,626.36,0
5/12/2024,Food,UPI,Took out a meal from a restaurant,24.35,7.33
5/12/2024,Groceries,UPI,Bought fresh fruits and snacks,929.33,2.65
5/12/2024,Transportation,Netbanking,Fuel refilled for the bike,990.81,0
5/12/2024,Investment,Credit Card,Invested in stocks,933.39,0
5/12/2024,Groceries,Debit Card,Purchased daily essentials,989.28,0
5/12/2024,Medical Health,Cash,Medical insurance payment,563.98,0
5/12/2024,Investment,Credit Card,Bought mutual fund units,924.64,0
5/12/2024,Transportation,Cash,Paid for train ticket,966.64,0
5/12/2024,Investment,Netbanking,Invested in stocks,693.23,0
5/12/2024,Entertainment,Credit Card,Concert tickets,429.24,0
5/13/2024,Entertainment,UPI,Movie tickets,109.16,0
5/13/2024,Medical Health,UPI,Doctor's consultation fee,694.89,0
5/13/2024,Shopping,Cash,Bought household items,14.4,0
5/13/2024,Groceries,UPI,Grocery shopping at the local store,829.99,0
5/13/2024,Food,UPI,Took out a meal from a restaurant,987.05,0.29
5/13/2024,Groceries,Netbanking,Bought vegetables and fruits,663.4,0
5/13/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,756.77,0
5/13/2024,Food,Cash,Ordered food from swiggy,754.97,0
5/13/2024,Medical Health,Debit Card,Medical insurance payment,468.76,0
5/13/2024,Medical Health,Credit Card,Health checkup cost,293.7,0
5/14/2024,Food,Debit Card,Ordered food from swiggy,122.49,0
5/14/2024,Food,UPI,Had dinner at a restaurant with friends,646.13,0
5/14/2024,Groceries,Debit Card,Grocery shopping at the local store,744.87,0
5/14/2024,Groceries,Debit Card,Grocery shopping at the local store,49.31,0
5/14/2024,Food,Debit Card,Took out a meal from a restaurant,254.02,0
5/14/2024,Entertainment,Debit Card,Concert tickets,316.75,0
5/14/2024,Transportation,Cash,Fuel refilled for the bike,698.37,0
5/15/2024,Medical Health,Cash,Doctor's consultation fee,663.19,0
5/15/2024,Entertainment,Netbanking,Concert tickets,202.4,0
5/15/2024,Entertainment,Cash,Gaming console purchase,452.28,0
5/15/2024,Groceries,Debit Card,Purchased daily essentials,795.15,0
5/16/2024,Groceries,Netbanking,Purchased daily essentials,613.42,0
5/16/2024,Transportation,UPI,Bought a metro ticket for travel,136.38,7.49
5/17/2024,Entertainment,Debit Card,Concert tickets,518.65,0
5/17/2024,Transportation,Credit Card,Fuel refilled for the bike,155.9,0
5/17/2024,Shopping,UPI,Shopping for accessories,826.8,8.89
5/17/2024,Groceries,Credit Card,Grocery shopping at the local store,771.71,0.34
5/17/2024,Investment,Debit Card,Invested in stocks,688.18,0
5/18/2024,Medical Health,UPI,Bought medication,99.38,0
5/18/2024,Food,Debit Card,Dinner delivery from zomato,495.12,0
5/18/2024,Medical Health,Netbanking,Bought medication,352.67,0
5/18/2024,Entertainment,UPI,Concert tickets,899.61,0
5/18/2024,Investment,Netbanking,Invested in stocks,287.31,0
5/18/2024,Transportation,UPI,Paid for a cab ride to work,277.58,0
5/19/2024,Entertainment,UPI,Movie tickets,788.85,7.25
5/19/2024,Transportation,Credit Card,Paid for a cab ride to work,297.45,1.02
5/19/2024,Entertainment,Cash,Gaming console purchase,402.08,0
5/19/2024,Shopping,UPI,Shopping for accessories,668.39,6.57
5/19/2024,Transportation,Debit Card,Paid for train ticket,821.46,0
5/19/2024,Food,Netbanking,Ordered food from swiggy,654.3,0
5/19/2024,Medical Health,Cash,Medical insurance payment,370.19,0
5/19/2024,Medical Health,Credit Card,Health checkup cost,624.39,0
5/19/2024,Investment,UPI,Purchased bonds,570.23,0
5/19/2024,Medical Health,UPI,Bought medication,663.05,0
5/20/2024,Transportation,UPI,Bought a metro ticket for travel,974.52,0
5/20/2024,Shopping,Debit Card,Purchased electronics,610.8,0
5/20/2024,Food,Netbanking,Took out a meal from a restaurant,311.28,0
5/20/2024,Food,Netbanking,Ordered food from swiggy,677.06,0
5/20/2024,Shopping,Netbanking,Shopping for accessories,121.41,0
5/20/2024,Transportation,Netbanking,Paid for a cab ride to work,320.98,0
5/20/2024,Entertainment,Netbanking,Gaming console purchase,409.64,0
5/20/2024,Entertainment,Debit Card,Gaming console purchase,809.31,0
5/20/2024,Transportation,Credit Card,Paid for a cab ride to work,979.08,0
5/20/2024,Transportation,Debit Card,Uber ride to the office,550.7,0
5/21/2024,Shopping,Netbanking,Shopping for accessories,456.91,0
5/21/2024,Food,Debit Card,Dinner delivery from zomato,928.58,0
5/21/2024,Transportation,Credit Card,Paid for a cab ride to work,942.71,0
5/21/2024,Transportation,UPI,Fuel refilled for the bike,322.69,0
5/21/2024,Investment,Cash,Bought mutual fund units,878.37,0
5/21/2024,Transportation,Netbanking,Paid for a cab ride to work,354.02,0
5/21/2024,Shopping,Cash,Bought household items,212.32,0
5/22/2024,Medical Health,Cash,Doctor's consultation fee,365.54,0
5/22/2024,Entertainment,UPI,Concert tickets,72.02,8.25
5/22/2024,Medical Health,Credit Card,Doctor's consultation fee,266.03,0
5/22/2024,Groceries,Netbanking,Purchased daily essentials,560.88,0
5/22/2024,Medical Health,Cash,Health checkup cost,243.35,0
5/22/2024,Entertainment,Credit Card,Movie tickets,725.37,0.35
5/22/2024,Groceries,Netbanking,Bought vegetables and fruits,464.26,0
5/23/2024,Transportation,Netbanking,Uber ride to the office,501.13,0
5/23/2024,Shopping,Debit Card,Bought clothes,147.96,0
5/23/2024,Investment,Credit Card,Bought mutual fund units,999.62,0
5/23/2024,Food,Netbanking,Ordered food from swiggy,56.81,0
5/23/2024,Shopping,Debit Card,Bought clothes,763.47,0
5/23/2024,Entertainment,UPI,Concert tickets,731.41,0
5/23/2024,Entertainment,Cash,Movie tickets,783.6,0
5/23/2024,Entertainment,Credit Card,Concert tickets,192.6,0
5/24/2024,Food,Netbanking,Had dinner at a restaurant with friends,413.13,0
5/24/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,777.24,0
5/24/2024,Transportation,Credit Card,Paid for train ticket,358.05,0
5/25/2024,Groceries,Debit Card,Bought fresh fruits and snacks,227.83,0
5/25/2024,Shopping,UPI,Bought a gift for a friend's birthday,314.95,9.63
5/25/2024,Entertainment,Netbanking,Gaming console purchase,517.27,0
5/25/2024,Entertainment,Credit Card,Gaming console purchase,649.31,0
5/25/2024,Entertainment,Credit Card,Gaming console purchase,562.12,0
5/25/2024,Shopping,Credit Card,Bought clothes,244.96,4.92
5/25/2024,Food,Netbanking,Had dinner at a restaurant with friends,873.35,0
5/25/2024,Food,Netbanking,Dinner delivery from zomato,438.47,0
5/26/2024,Food,Cash,Had lunch at hotel,898.37,0
5/26/2024,Transportation,Credit Card,Paid for train ticket,934.99,0
5/26/2024,Medical Health,Cash,Health checkup cost,901.69,0
5/27/2024,Transportation,Netbanking,Paid for a cab ride to work,738.93,0
5/27/2024,Shopping,Netbanking,Shopping for accessories,420.88,0
5/27/2024,Groceries,Cash,Bought fresh fruits and snacks,748.41,0
5/27/2024,Groceries,UPI,Grocery shopping at the local store,609.27,0
5/27/2024,Shopping,Credit Card,Shopping for accessories,643.97,0
5/27/2024,Medical Health,UPI,Medical insurance payment,783.65,0
5/27/2024,Transportation,Netbanking,Fuel refilled for the bike,441.12,0
5/27/2024,Entertainment,Netbanking,Concert tickets,686.46,0
5/27/2024,Groceries,Netbanking,Bought fresh fruits and snacks,330.95,0
5/28/2024,Groceries,Netbanking,Bought fresh fruits and snacks,479.12,0
5/28/2024,Shopping,UPI,Bought clothes,566.91,0
5/28/2024,Shopping,Credit Card,Shopping for accessories,188.32,0
5/28/2024,Medical Health,Netbanking,Medical insurance payment,819.91,0
5/28/2024,Investment,Cash,Invested in stocks,979.06,0
5/28/2024,Groceries,UPI,Bought vegetables and fruits,846.62,3.55
5/28/2024,Shopping,Credit Card,Purchased electronics,303.01,0
5/28/2024,Groceries,UPI,Bought vegetables and fruits,474.9,0
5/28/2024,Groceries,Credit Card,Purchased daily essentials,554.58,0
5/28/2024,Groceries,UPI,Purchased daily essentials,55.67,0
5/28/2024,Food,Debit Card,Had lunch at hotel,968.07,0
5/28/2024,Entertainment,Credit Card,Movie tickets,539.17,0
5/29/2024,Transportation,Credit Card,Uber ride to the office,792.74,0
5/29/2024,Investment,Debit Card,Bought mutual fund units,705.36,0
5/29/2024,Entertainment,Credit Card,Gaming console purchase,134.81,4.03
5/29/2024,Groceries,Cash,Purchased daily essentials,69.79,0
5/29/2024,Medical Health,Debit Card,Bought medication,113.44,0
5/29/2024,Investment,Debit Card,Investment in gold,479.2,0
5/29/2024,Food,Cash,Ordered food from swiggy,905.82,0
5/29/2024,Groceries,Netbanking,Purchased daily essentials,928.82,0
5/29/2024,Shopping,Cash,Bought household items,232.74,0
5/29/2024,Investment,Netbanking,Invested in stocks,623.11,0
5/29/2024,Groceries,Debit Card,Bought fresh fruits and snacks,69.18,0
5/29/2024,Investment,Debit Card,Investment in gold,866.34,0
5/29/2024,Investment,UPI,Investment in gold,524.23,0
5/30/2024,Transportation,Netbanking,Uber ride to the office,150.81,0
5/30/2024,Transportation,UPI,Bought a metro ticket for travel,368.12,6.83
5/30/2024,Groceries,UPI,Grocery shopping at the local store,538.11,5.32
5/30/2024,Investment,Debit Card,Investment in gold,295.92,0
6/1/2024,Groceries,Cash,Grocery shopping at the local store,207.21,0
6/1/2024,Shopping,Netbanking,Shopping for accessories,697.16,0
6/1/2024,Shopping,Cash,Shopping for accessories,873.41,0
6/1/2024,Transportation,Credit Card,Fuel refilled for the bike,381.06,0.9
6/1/2024,Investment,Cash,Bought mutual fund units,338.22,0
6/1/2024,Transportation,Cash,Uber ride to the office,916.61,0
6/1/2024,Groceries,UPI,Grocery shopping at the local store,914.73,3.44
6/2/2024,Food,Debit Card,Dinner delivery from zomato,599.16,0
6/2/2024,Medical Health,UPI,Bought medication,416.9,1.73
6/2/2024,Entertainment,Cash,Concert tickets,907.7,0
6/2/2024,Transportation,Netbanking,Paid for train ticket,932,0
6/2/2024,Groceries,Debit Card,Grocery shopping at the local store,504.31,0
6/2/2024,Entertainment,UPI,Concert tickets,988.04,0
6/2/2024,Transportation,Debit Card,Uber ride to the office,93.05,0
6/3/2024,Medical Health,UPI,Doctor's consultation fee,338.22,3.46
6/3/2024,Groceries,Debit Card,Bought fresh fruits and snacks,237.23,0
6/3/2024,Medical Health,Debit Card,Bought medication,663.14,0
6/3/2024,Shopping,Netbanking,Bought clothes,376.16,0
6/3/2024,Medical Health,Debit Card,Bought medication,994.96,0
6/3/2024,Medical Health,Debit Card,Bought medication,600.42,0
6/3/2024,Transportation,Debit Card,Bought a metro ticket for travel,222.74,0
6/4/2024,Medical Health,UPI,Doctor's consultation fee,882.45,5.98
6/4/2024,Transportation,Credit Card,Paid for a cab ride to work,78.8,0
6/5/2024,Transportation,UPI,Paid for a cab ride to work,248.4,0
6/5/2024,Transportation,Netbanking,Paid for a cab ride to work,834.42,0
6/5/2024,Entertainment,Debit Card,Movie tickets,601.78,0
6/5/2024,Entertainment,Cash,Movie tickets,482.98,0
6/5/2024,Investment,Credit Card,Invested in stocks,901.62,0
6/5/2024,Medical Health,Cash,Doctor's consultation fee,786.07,0
6/5/2024,Food,UPI,Had dinner at a restaurant with friends,259.29,0.56
6/5/2024,Shopping,Netbanking,Bought clothes,573.87,0
6/5/2024,Medical Health,Cash,Bought medication,46.87,0
6/5/2024,Transportation,UPI,Bought a metro ticket for travel,736.09,0
6/6/2024,Medical Health,Debit Card,Bought medication,341.27,0
6/6/2024,Investment,Cash,Investment in gold,861.45,0
6/6/2024,Food,Cash,Took out a meal from a restaurant,427.98,0
6/6/2024,Medical Health,Netbanking,Medical insurance payment,446.02,0
6/6/2024,Transportation,Debit Card,Fuel refilled for the bike,734.17,0
6/6/2024,Medical Health,UPI,Bought medication,643.54,0.02
6/6/2024,Transportation,UPI,Uber ride to the office,316.05,1.89
6/6/2024,Food,Credit Card,Dinner delivery from zomato,719.41,0
6/6/2024,Transportation,Debit Card,Paid for a cab ride to work,363.65,0
6/6/2024,Entertainment,Netbanking,Concert tickets,819.17,0
6/6/2024,Food,Debit Card,Ordered food from swiggy,295.28,0
6/6/2024,Medical Health,Cash,Bought medication,655.15,0
6/7/2024,Investment,Cash,Purchased bonds,920.4,0
6/7/2024,Medical Health,Debit Card,Bought medication,165.64,0
6/7/2024,Food,Cash,Had dinner at a restaurant with friends,477.68,0
6/7/2024,Transportation,Credit Card,Paid for a cab ride to work,754.09,0
6/7/2024,Shopping,Credit Card,Bought household items,955.45,0
6/8/2024,Groceries,UPI,Bought vegetables and fruits,812.63,0
6/8/2024,Food,Credit Card,Ordered food from swiggy,771.51,0
6/8/2024,Medical Health,Netbanking,Bought medication,895.49,0
6/8/2024,Investment,Cash,Investment in gold,879.37,0
6/8/2024,Shopping,UPI,Bought clothes,44.76,0
6/8/2024,Food,Netbanking,Ordered food from swiggy,472.51,0
6/8/2024,Investment,Credit Card,Invested in stocks,818.66,1.35
6/9/2024,Food,Credit Card,Had lunch at hotel,337.08,0
6/9/2024,Entertainment,UPI,Concert tickets,21.93,0
6/9/2024,Investment,Netbanking,Investment in gold,178.81,0
6/10/2024,Medical Health,Netbanking,Health checkup cost,873.67,0
6/10/2024,Groceries,Cash,Grocery shopping at the local store,362.4,0
6/10/2024,Shopping,UPI,Purchased electronics,181.01,3.95
6/10/2024,Entertainment,Cash,Gaming console purchase,247.42,0
6/10/2024,Medical Health,UPI,Health checkup cost,861.23,3.93
6/10/2024,Entertainment,Netbanking,Movie tickets,387.58,0
6/10/2024,Food,Debit Card,Ordered food from swiggy,893.18,0
6/10/2024,Investment,Netbanking,Invested in stocks,851.31,0
6/10/2024,Medical Health,Cash,Medical insurance payment,409.53,0
6/10/2024,Medical Health,Netbanking,Medical insurance payment,348.81,0
6/10/2024,Medical Health,Credit Card,Bought medication,864.13,0
6/10/2024,Shopping,UPI,Bought household items,501.9,0
6/10/2024,Shopping,Credit Card,Shopping for accessories,120.67,0
6/10/2024,Groceries,Debit Card,Bought vegetables and fruits,908.52,0
6/11/2024,Investment,UPI,Bought mutual fund units,731.36,0
6/11/2024,Food,UPI,Had dinner at a restaurant with friends,686.45,5.43
6/11/2024,Investment,Credit Card,Investment in gold,963.46,0
6/11/2024,Medical Health,UPI,Bought medication,794.38,0
6/11/2024,Investment,Netbanking,Invested in stocks,733.46,0
6/11/2024,Groceries,UPI,Grocery shopping at the local store,137.68,0
6/11/2024,Food,Debit Card,Had lunch at hotel,805.17,0
6/11/2024,Groceries,Debit Card,Bought fresh fruits and snacks,382,0
6/11/2024,Investment,Cash,Bought mutual fund units,793.42,0
6/12/2024,Investment,UPI,Investment in gold,897.49,0
6/12/2024,Transportation,Debit Card,Paid for train ticket,895.31,0
6/12/2024,Transportation,Cash,Paid for train ticket,897.62,0
6/12/2024,Investment,Cash,Invested in stocks,632.32,0
6/12/2024,Shopping,UPI,Bought clothes,574.62,0
6/12/2024,Transportation,Credit Card,Paid for train ticket,911.25,0
6/13/2024,Investment,Debit Card,Purchased bonds,657.29,0
6/13/2024,Investment,UPI,Investment in gold,791.68,1.82
6/13/2024,Entertainment,UPI,Gaming console purchase,423.03,0
6/13/2024,Medical Health,UPI,Health checkup cost,711.02,0
6/13/2024,Investment,UPI,Purchased bonds,398.03,0
6/14/2024,Food,Credit Card,Dinner delivery from zomato,738.55,0
6/14/2024,Entertainment,Netbanking,Gaming console purchase,251.95,0
6/14/2024,Shopping,UPI,Shopping for accessories,358.31,0
6/14/2024,Entertainment,UPI,Movie tickets,28.45,0
6/15/2024,Entertainment,Cash,Gaming console purchase,554.9,0
6/15/2024,Groceries,Netbanking,Purchased daily essentials,312.43,0
6/15/2024,Medical Health,Netbanking,Medical insurance payment,99.97,0
6/15/2024,Food,UPI,Had dinner at a restaurant with friends,921.23,0
6/16/2024,Medical Health,UPI,Health checkup cost,58.24,0
6/16/2024,Investment,Cash,Invested in stocks,222.27,0
6/16/2024,Food,Netbanking,Took out a meal from a restaurant,703.63,0
6/16/2024,Food,Cash,Ordered food from swiggy,477.36,0
6/16/2024,Investment,Netbanking,Purchased bonds,818.35,0
6/16/2024,Entertainment,Netbanking,Movie tickets,791.46,0
6/16/2024,Transportation,Netbanking,Paid for train ticket,860.16,0
6/16/2024,Entertainment,UPI,Gaming console purchase,91.36,0
6/16/2024,Entertainment,Netbanking,Gaming console purchase,205.04,0
6/16/2024,Medical Health,Debit Card,Doctor's consultation fee,388.32,0
6/16/2024,Medical Health,Cash,Doctor's consultation fee,524.65,0
6/16/2024,Groceries,Debit Card,Purchased daily essentials,996.95,0
6/17/2024,Transportation,Credit Card,Uber ride to the office,662.82,0
6/17/2024,Investment,Credit Card,Purchased bonds,422.54,8.3
6/17/2024,Food,Cash,Ordered food from swiggy,853,0
6/17/2024,Food,Debit Card,Took out a meal from a restaurant,347.69,0
6/17/2024,Investment,Debit Card,Purchased bonds,235.95,0
6/17/2024,Medical Health,Netbanking,Bought medication,900.57,0
6/18/2024,Groceries,Netbanking,Bought fresh fruits and snacks,815.91,0
6/18/2024,Groceries,Netbanking,Purchased daily essentials,567.73,0
6/18/2024,Medical Health,Credit Card,Medical insurance payment,378.54,0
6/18/2024,Transportation,Credit Card,Paid for a cab ride to work,985.25,0
6/18/2024,Transportation,Credit Card,Fuel refilled for the bike,58.88,0
6/18/2024,Shopping,Cash,Bought household items,505.32,0
6/18/2024,Investment,Credit Card,Investment in gold,737.74,0
6/18/2024,Entertainment,UPI,Movie tickets,936.77,0
6/18/2024,Groceries,UPI,Bought vegetables and fruits,139.34,0
6/19/2024,Groceries,Netbanking,Purchased daily essentials,780.81,0
6/19/2024,Groceries,Cash,Bought fresh fruits and snacks,335.74,0
6/19/2024,Transportation,UPI,Paid for a cab ride to work,333.95,0
6/19/2024,Transportation,Credit Card,Fuel refilled for the bike,516.36,0
6/19/2024,Medical Health,Cash,Medical insurance payment,722.5,0
6/20/2024,Investment,Netbanking,Investment in gold,938.61,0
6/20/2024,Food,Netbanking,Had dinner at a restaurant with friends,71.92,0
6/20/2024,Groceries,Cash,Bought fresh fruits and snacks,635.31,0
6/21/2024,Medical Health,Netbanking,Bought medication,320.87,0
6/21/2024,Investment,Cash,Investment in gold,297.47,0
6/21/2024,Transportation,Debit Card,Paid for train ticket,579.37,0
6/21/2024,Investment,UPI,Bought mutual fund units,82.04,0
6/21/2024,Food,UPI,Dinner delivery from zomato,302.96,0
6/21/2024,Medical Health,Credit Card,Bought medication,457.97,0
6/21/2024,Shopping,Cash,Bought a gift for a friend's birthday,359.36,0
6/21/2024,Investment,Debit Card,Invested in stocks,214.96,0
6/22/2024,Food,Credit Card,Ordered food from swiggy,893.25,0
6/22/2024,Groceries,UPI,Bought fresh fruits and snacks,892.67,0
6/22/2024,Medical Health,Netbanking,Medical insurance payment,863.24,0
6/22/2024,Entertainment,Netbanking,Concert tickets,683.77,0
6/22/2024,Shopping,Netbanking,Shopping for accessories,758.46,0
6/22/2024,Groceries,Credit Card,Bought vegetables and fruits,610.46,3.59
6/22/2024,Transportation,UPI,Fuel refilled for the bike,542.93,0
6/22/2024,Investment,Debit Card,Bought mutual fund units,235.42,0
6/23/2024,Food,Debit Card,Dinner delivery from zomato,431.37,0
6/23/2024,Transportation,UPI,Fuel refilled for the bike,100.02,0
6/23/2024,Entertainment,UPI,Movie tickets,351.65,0
6/23/2024,Medical Health,UPI,Health checkup cost,283.58,6.69
6/23/2024,Investment,UPI,Investment in gold,328.25,0
6/24/2024,Entertainment,Netbanking,Gaming console purchase,530.87,0
6/24/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,438.54,0
6/24/2024,Food,Debit Card,Had lunch at hotel,551.55,0
6/24/2024,Entertainment,Netbanking,Concert tickets,963.34,0
6/25/2024,Transportation,Netbanking,Fuel refilled for the bike,243.2,0
6/25/2024,Food,Netbanking,Dinner delivery from zomato,297.93,0
6/25/2024,Shopping,Debit Card,Purchased electronics,224.8,0
6/25/2024,Medical Health,UPI,Bought medication,113.22,0
6/25/2024,Transportation,Netbanking,Paid for a cab ride to work,896.22,0
6/25/2024,Shopping,Cash,Purchased electronics,29.57,0
6/25/2024,Entertainment,Debit Card,Movie tickets,849.35,0
6/25/2024,Food,Netbanking,Took out a meal from a restaurant,892.88,0
6/25/2024,Food,Credit Card,Dinner delivery from zomato,224.73,0
6/25/2024,Investment,Netbanking,Purchased bonds,437.26,0
6/26/2024,Groceries,Netbanking,Bought fresh fruits and snacks,681.26,0
6/26/2024,Entertainment,Debit Card,Movie tickets,369.66,0
6/26/2024,Groceries,Netbanking,Purchased daily essentials,753.17,0
6/26/2024,Entertainment,Credit Card,Gaming console purchase,654.67,0
6/27/2024,Shopping,Cash,Bought a gift for a friend's birthday,567.43,0
6/27/2024,Investment,Credit Card,Investment in gold,718.58,0
6/27/2024,Food,UPI,Had dinner at a restaurant with friends,613.58,0
6/27/2024,Investment,Credit Card,Invested in stocks,278.66,0
6/27/2024,Transportation,Credit Card,Fuel refilled for the bike,733.22,0
6/27/2024,Transportation,UPI,Bought a metro ticket for travel,545.27,0
6/28/2024,Investment,Netbanking,Bought mutual fund units,659.29,0
6/28/2024,Transportation,Netbanking,Paid for a cab ride to work,634.22,0
6/28/2024,Food,Netbanking,Had dinner at a restaurant with friends,272.43,0
6/28/2024,Groceries,Cash,Grocery shopping at the local store,907.1,0
6/28/2024,Food,Credit Card,Had dinner at a restaurant with friends,330.97,0
6/28/2024,Investment,Debit Card,Invested in stocks,651.46,0
6/28/2024,Investment,Netbanking,Investment in gold,47.94,0
6/28/2024,Food,UPI,Took out a meal from a restaurant,409.38,9.82
6/28/2024,Medical Health,Cash,Medical insurance payment,887.49,0
6/28/2024,Groceries,Cash,Bought vegetables and fruits,229.65,0
6/29/2024,Transportation,Cash,Uber ride to the office,270.45,0
6/29/2024,Shopping,Credit Card,Shopping for accessories,121.31,0
6/29/2024,Investment,Cash,Bought mutual fund units,774.82,0
6/29/2024,Medical Health,Debit Card,Health checkup cost,581,0
6/29/2024,Investment,UPI,Purchased bonds,343.88,0
6/29/2024,Shopping,UPI,Bought a gift for a friend's birthday,474.61,0
6/29/2024,Investment,Netbanking,Bought mutual fund units,884.8,0
6/29/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,185.7,0
7/1/2024,Transportation,UPI,Paid for train ticket,676.63,0
7/1/2024,Groceries,Credit Card,Bought fresh fruits and snacks,186.97,0
7/1/2024,Entertainment,Credit Card,Gaming console purchase,803.77,0
7/1/2024,Food,Debit Card,Had lunch at hotel,744.28,0
7/1/2024,Groceries,Debit Card,Grocery shopping at the local store,101.61,0
7/1/2024,Food,Netbanking,Had dinner at a restaurant with friends,883.96,0
7/1/2024,Medical Health,UPI,Medical insurance payment,706.3,0
7/1/2024,Medical Health,Debit Card,Bought medication,690.58,0
7/1/2024,Shopping,Credit Card,Shopping for accessories,686.61,0
7/1/2024,Entertainment,Netbanking,Gaming console purchase,746.26,0
7/2/2024,Groceries,UPI,Bought fresh fruits and snacks,14.11,3.33
7/2/2024,Medical Health,Credit Card,Doctor's consultation fee,287.15,9.21
7/2/2024,Entertainment,Netbanking,Gaming console purchase,39.51,0
7/2/2024,Food,Credit Card,Took out a meal from a restaurant,572.42,0
7/2/2024,Entertainment,UPI,Movie tickets,464.83,0
7/2/2024,Shopping,Cash,Bought clothes,474.06,0
7/2/2024,Medical Health,Credit Card,Doctor's consultation fee,136.74,0
7/3/2024,Investment,Cash,Investment in gold,967.26,0
7/3/2024,Groceries,UPI,Purchased daily essentials,316.4,0
7/3/2024,Transportation,Debit Card,Bought a metro ticket for travel,253.7,0
7/3/2024,Transportation,Debit Card,Fuel refilled for the bike,444.16,0
7/4/2024,Groceries,Netbanking,Bought fresh fruits and snacks,57.76,0
7/4/2024,Food,UPI,Ordered food from swiggy,274.1,3
7/4/2024,Investment,Netbanking,Invested in stocks,260.67,0
7/4/2024,Shopping,Cash,Bought household items,96.3,0
7/4/2024,Groceries,Netbanking,Bought vegetables and fruits,751.13,0
7/5/2024,Shopping,Debit Card,Bought clothes,920.46,0
7/5/2024,Medical Health,Cash,Medical insurance payment,531.23,0
7/5/2024,Transportation,Debit Card,Paid for a cab ride to work,656.35,0
7/5/2024,Transportation,Debit Card,Paid for a cab ride to work,981.97,0
7/5/2024,Shopping,UPI,Bought a gift for a friend's birthday,71.75,0
7/5/2024,Food,Debit Card,Had dinner at a restaurant with friends,254.59,0
7/5/2024,Food,Debit Card,Had dinner at a restaurant with friends,720.54,0
7/5/2024,Transportation,Debit Card,Paid for a cab ride to work,994.1,0
7/5/2024,Investment,Credit Card,Invested in stocks,426.96,0
7/5/2024,Transportation,UPI,Fuel refilled for the bike,648.37,0
7/5/2024,Groceries,UPI,Grocery shopping at the local store,970.98,1.24
7/6/2024,Groceries,Netbanking,Bought vegetables and fruits,58.05,0
7/6/2024,Investment,UPI,Purchased bonds,95.33,0
7/6/2024,Investment,UPI,Invested in stocks,452.33,0
7/6/2024,Investment,UPI,Purchased bonds,920.31,5.18
7/6/2024,Groceries,Debit Card,Bought fresh fruits and snacks,39.96,0
7/7/2024,Transportation,Netbanking,Fuel refilled for the bike,276.73,0
7/7/2024,Entertainment,Cash,Gaming console purchase,664.52,0
7/7/2024,Groceries,Debit Card,Purchased daily essentials,732.55,0
7/7/2024,Transportation,Cash,Uber ride to the office,597.02,0
7/7/2024,Groceries,UPI,Purchased daily essentials,486.62,0
7/7/2024,Investment,Credit Card,Investment in gold,937.73,5.81
7/7/2024,Shopping,Credit Card,Shopping for accessories,175.05,0
7/7/2024,Medical Health,Netbanking,Medical insurance payment,675.07,0
7/7/2024,Groceries,Credit Card,Purchased daily essentials,141.47,6.79
7/7/2024,Medical Health,Cash,Doctor's consultation fee,964.59,0
7/7/2024,Medical Health,Netbanking,Medical insurance payment,275.62,0
7/8/2024,Shopping,Cash,Bought a gift for a friend's birthday,614.2,0
7/8/2024,Investment,Netbanking,Invested in stocks,682.56,0
7/8/2024,Medical Health,Credit Card,Bought medication,698.53,0
7/9/2024,Groceries,Netbanking,Purchased daily essentials,879.24,0
7/9/2024,Groceries,Credit Card,Bought vegetables and fruits,922.66,5.34
7/9/2024,Transportation,Netbanking,Paid for train ticket,182.92,0
7/9/2024,Groceries,Credit Card,Bought vegetables and fruits,26.85,0
7/9/2024,Entertainment,Cash,Movie tickets,768.03,0
7/9/2024,Medical Health,Cash,Doctor's consultation fee,173.41,0
7/9/2024,Medical Health,Credit Card,Bought medication,853.67,0
7/9/2024,Medical Health,Netbanking,Bought medication,109.14,0
7/9/2024,Food,Debit Card,Had lunch at hotel,486.5,0
7/10/2024,Investment,Credit Card,Purchased bonds,510.11,0
